cidade,área,quartos,banheiros,vagas garagem,andar,animal,mobiliado,condomínio,valor aluguel,valor IPTU,valor seguro,total
Porto Alegre,190,5,3,0,16,1,1,2793,9119,411,89,12412
Vitória,163,3,2,2,19,1,0,1377,7386,1633,102,10498
Osasco,85,3,3,4,19,1,1,4998,7043,580,133,12754
Goiânia,382,5,3,4,11,1,1,890,7124,1432,170,9616
Jaboatão dos Guararapes,468,3,1,3,19,0,1,3517,1903,1770,185,7375
Mogi das Cruzes,340,5,1,1,16,1,0,2488,6333,1849,71,10741
Porto Alegre,325,4,3,0,4,1,1,2479,8071,1549,121,12220
Niterói,435,4,3,3,9,1,1,4588,4141,700,65,9494
Montes Claros,342,3,2,1,17,0,1,2352,2434,1164,188,6138
São Gonçalo,416,1,3,4,14,0,0,1405,889,1314,133,3741
Vila Velha,485,5,2,0,2,0,0,4297,3046,727,196,8266
Guarulhos,241,5,1,2,19,1,0,3480,7377,1304,23,12184
Belém,280,4,2,2,13,1,1,3590,8164,124,105,11983
Osasco,246,1,1,0,18,1,0,1286,8788,1183,124,11381
Ananindeua,96,1,2,4,5,0,1,2258,8306,898,189,11651
Manaus,178,1,2,0,13,1,0,2327,4245,1747,115,8434
Maceió,273,3,2,3,14,0,0,299,3431,1561,11,5302
Porto Velho,46,1,2,0,3,0,0,1997,7134,1497,94,10722
Duque de Caxias,107,5,1,4,8,0,1,1956,1564,1907,84,5511
Barueri,424,3,2,0,14,1,1,4668,9155,1672,196,15691
Barueri,195,3,4,1,19,1,1,3357,8881,1647,132,14017
Florianópolis,465,3,4,2,13,1,0,1035,8471,297,77,9880
Brasília,453,2,3,2,12,0,0,574,5220,1639,111,7544
Jundiaí,76,5,1,4,2,1,1,4999,8116,310,186,13611
Santo André,251,3,3,4,8,1,0,4028,1043,1772,80,6923
Vitória,453,2,1,1,15,1,0,1197,1674,769,143,3783
Maringá,44,4,4,4,7,0,1,1805,5911,1614,121,9451
Belo Horizonte,383,1,2,0,1,0,1,684,509,1829,94,3116
João Pessoa,368,1,4,3,15,0,0,3951,1320,231,152,5654
Campinas,92,4,1,4,12,1,0,1913,9129,1712,185,12939
Florianópolis,382,1,1,1,19,1,0,4496,4080,1,21,8598
Caxias do Sul,240,4,4,3,0,0,0,4661,1019,1214,65,6959
São Paulo,419,4,4,3,14,0,1,4789,1961,430,135,7315
Jaboatão dos Guararapes,109,4,4,4,14,1,1,1451,948,279,36,2714
Caxias do Sul,37,1,1,3,7,1,1,970,6623,1032,52,8677
Contagem,232,4,3,3,0,0,1,2887,8175,1325,127,12514
Sorocaba,81,1,2,4,8,0,0,2814,1073,231,22,4140
Porto Alegre,466,5,3,3,2,0,1,1288,2964,440,120,4812
Natal,213,4,3,2,3,0,0,745,7027,1852,175,9799
Campo Grande,404,3,3,1,13,0,0,326,1319,29,27,1701
Campo Grande,467,2,4,4,14,0,0,4733,1084,1764,49,7630
Salvador,217,5,4,1,18,0,0,514,1431,199,51,2195
São Gonçalo,280,3,2,2,3,1,0,4490,7878,298,87,12753
Natal,58,4,2,0,3,1,1,2551,7177,169,92,9989
São Paulo,182,3,1,3,1,0,0,1335,3449,1492,35,6311
Natal,115,4,4,0,8,0,1,771,7595,1608,134,10108
Manaus,148,3,2,3,8,0,0,4434,4290,1652,52,10428
Ananindeua,278,3,2,2,9,1,0,771,5890,109,52,6822
Boa Vista,459,4,4,2,0,1,1,1899,2070,1279,52,5300
Ribeirão Preto,409,5,3,3,4,1,0,4325,1746,1994,84,8149
Fortaleza,139,1,1,4,0,0,1,2752,4426,1559,168,8905
Fortaleza,128,1,3,3,7,0,1,2262,5069,1276,96,8703
São Luís,394,4,4,3,5,1,0,4541,9503,1424,96,15564
Guarulhos,140,3,1,1,9,1,0,3481,2988,283,147,6899
Recife,60,2,3,2,19,1,1,3844,7491,139,73,11547
Barueri,89,4,2,2,9,1,0,3932,3071,1990,40,9033
Rio de Janeiro,394,2,1,3,6,0,1,4842,5397,468,136,10843
Aracaju,349,3,1,4,1,0,1,890,8180,1246,35,10351
Belo Horizonte,427,1,3,0,19,1,1,4495,8503,1587,31,14616
Serra,37,4,4,0,18,0,0,4389,762,1005,132,6288
Mogi das Cruzes,227,1,3,2,17,0,0,119,5582,939,173,6813
Salvador,398,4,1,4,5,0,0,1830,1565,106,38,3539
Uberlândia,356,1,4,0,7,1,0,3254,2752,1857,109,7972
Porto Alegre,133,2,3,1,9,1,0,673,4796,1811,90,7370
Fortaleza,246,2,2,3,8,1,1,2746,5974,815,193,9728
Goiânia,204,4,1,1,18,0,0,4548,8423,1806,166,14943
Maringá,140,3,3,3,17,1,0,4963,3416,1611,188,10178
Boa Vista,433,5,2,4,15,1,1,1407,1886,993,179,4465
Niterói,141,4,3,2,5,1,0,4002,5241,1903,151,11297
Rio de Janeiro,153,1,3,4,0,1,1,3488,1261,513,149,5411
Vila Velha,125,5,1,2,8,1,1,3516,3954,1300,52,8822
Porto Velho,423,5,2,1,14,1,0,2612,1350,1945,173,6080
Campo Grande,271,3,1,3,14,1,0,696,793,1191,192,2872
Fortaleza,345,1,4,3,10,0,1,362,2520,1576,112,4570
Campo Grande,267,3,1,2,18,0,0,2921,8662,1271,38,12892
Macapá,257,2,1,4,19,1,1,433,6015,1197,13,7658
Londrina,214,5,1,3,9,0,0,1977,1071,440,135,3623
Recife,38,2,1,2,1,0,0,2369,3992,30,85,6476
Contagem,65,1,2,3,14,1,1,1041,4844,1432,49,7366
Ribeirão Preto,473,3,4,4,11,0,0,4021,7485,192,183,11881
São Luís,26,1,3,3,7,1,1,4067,7071,242,21,11401
Porto Velho,184,3,4,4,11,1,1,3859,5099,93,153,9204
Natal,59,5,2,4,2,1,0,1433,5074,1770,45,8322
Campo Grande,325,1,1,0,16,1,0,3370,1642,1723,85,6820
Serra,23,3,1,1,1,1,1,310,4176,1732,199,6417
Londrina,214,2,4,2,18,0,0,3112,4640,351,48,8151
Joinville,384,1,1,3,12,0,1,2679,6250,654,151,9734
João Pessoa,112,5,1,1,11,0,1,4469,6825,1462,70,12826
Montes Claros,478,4,1,1,19,1,1,3279,9836,558,73,13746
São Luís,305,5,3,1,3,1,0,3703,7919,919,151,12692
Aparecida de Goiânia,259,5,2,4,18,1,0,1468,7722,1536,195,10921
Campo Grande,22,2,2,4,1,1,1,4638,4236,1483,155,10512
Aparecida de Goiânia,423,1,1,4,8,0,1,2722,549,51,58,3380
Aracaju,146,5,2,2,9,1,1,2592,6601,311,30,9534
Aparecida de Goiânia,95,4,1,1,19,1,0,1226,5173,984,33,7416
Vitória,400,5,4,3,3,1,1,3134,9970,1395,125,14624
Brasília,369,5,3,2,17,0,0,1569,517,219,134,2439
Aparecida de Goiânia,351,2,4,4,12,1,0,650,2628,1137,169,4584
Macapá,57,3,3,4,2,0,1,3802,6861,1859,136,12658
Campinas,487,2,1,2,5,1,1,2057,8038,1800,115,12010
Recife,149,5,4,0,18,0,1,2019,8935,445,27,11426
Brasília,423,5,4,4,3,1,0,1961,4275,1519,86,7841
Porto Alegre,205,5,3,3,9,1,1,2948,522,836,167,4473
Barueri,72,5,3,4,5,0,1,2050,2846,1197,16,6109
Uberlândia,301,1,3,3,12,1,1,360,2747,176,143,3426
Osasco,212,5,4,0,7,1,0,77,5441,1228,89,6835
Aracaju,33,2,2,4,12,1,0,1979,2437,207,38,4661
Santo André,205,2,3,3,18,0,1,3206,4272,1263,43,8784
João Pessoa,270,5,3,2,1,0,1,2333,7267,44,27,9671
Serra,82,2,1,4,18,1,1,400,7786,1907,54,10147
Ribeirão Preto,399,1,2,0,12,1,0,3453,4923,85,157,8618
Belo Horizonte,107,5,4,3,15,1,1,4401,9038,1657,138,15234
Florianópolis,489,2,1,0,6,0,1,3587,7116,1340,47,12090
Caxias do Sul,87,5,2,2,4,1,1,4803,7497,136,132,12568
Montes Claros,284,5,4,1,10,1,1,4447,4835,223,69,9574
Rio de Janeiro,469,2,3,1,2,0,1,2066,654,865,61,3646
Vitória,155,4,4,4,1,0,0,4917,9317,1517,58,15809
Goiânia,364,2,4,2,3,0,0,2152,718,1784,60,4714
Guarulhos,343,5,3,2,3,1,1,1254,7039,1262,141,9696
Maceió,21,2,2,2,5,0,1,2563,7769,118,147,10597
Niterói,175,1,3,1,0,0,0,2587,5445,844,48,8924
Sorocaba,371,4,1,4,0,0,0,3286,3911,1060,121,8378
Mogi das Cruzes,265,5,2,4,14,1,0,2940,8623,463,43,12069
Recife,163,4,1,2,16,0,1,3410,9529,1554,176,14669
Teresina,413,5,2,3,7,1,1,4353,1204,172,50,5779
Boa Vista,220,2,3,2,6,0,1,4991,9985,1221,68,16265
Curitiba,159,1,3,2,19,0,1,3423,2438,209,38,6108
Vitória,480,2,4,4,19,0,1,4368,8588,1841,185,14982
Duque de Caxias,469,1,1,3,5,0,1,3009,1692,1625,12,6338
Campinas,222,3,1,1,6,0,1,4669,5000,137,30,9836
Ribeirão Preto,69,5,1,1,0,0,0,1600,8609,781,104,11094
Serra,395,5,2,1,2,1,0,4331,6307,213,186,11037
Barueri,499,4,1,2,5,0,0,2388,8719,1268,36,12411
Porto Alegre,215,2,3,4,2,1,0,3459,6127,261,97,9944
Jaboatão dos Guararapes,297,3,2,4,19,1,0,4161,5623,1308,94,11186
Rio de Janeiro,165,5,3,4,12,0,0,2642,1114,605,21,4382
Santo André,319,2,2,3,13,0,1,4600,3947,716,84,9347
Brasília,357,4,1,3,15,0,0,4367,8448,1394,140,14349
Ribeirão Preto,336,3,3,1,16,1,0,365,7049,1459,182,9055
Goiânia,426,4,1,0,17,0,0,346,2671,623,65,3705
Duque de Caxias,168,3,3,4,0,1,1,4015,5021,892,49,9977
Belém,218,4,1,4,2,0,0,3167,2212,9,23,5411
Mogi das Cruzes,383,1,4,4,18,0,0,1819,9177,1205,124,12325
Vila Velha,194,5,1,4,6,1,1,4143,9955,335,47,14480
Cuiabá,485,4,2,3,1,1,1,114,6562,331,141,7148
Goiânia,30,4,4,3,17,1,1,3285,4677,473,97,8532
Uberlândia,467,5,2,0,5,1,1,3382,3619,1367,120,8488
Mogi das Cruzes,251,2,4,2,15,0,0,2287,7052,486,88,9913
Ribeirão Preto,274,2,1,2,18,0,0,3810,6426,679,169,11084
São Gonçalo,310,1,3,4,5,0,1,1821,6674,631,92,9218
Santo André,242,2,2,1,15,0,1,584,4428,1092,175,6279
Porto Velho,77,2,3,4,16,1,0,2285,6188,1322,120,9915
Maringá,328,3,3,2,15,0,0,919,7338,1432,17,9706
Macapá,79,2,3,0,9,1,1,2670,6617,1357,178,10822
Uberlândia,238,1,2,3,6,0,0,2533,9303,399,102,12337
Porto Velho,34,2,3,2,13,0,0,1817,3058,1682,64,6621
Vitória,182,4,3,2,19,1,1,3401,5196,1538,42,10177
Recife,295,2,1,1,0,0,1,808,7679,1169,144,9800
Campo Grande,239,4,2,4,13,1,0,3387,2834,665,10,6896
Joinville,178,2,2,3,8,0,0,2408,9447,1064,136,13055
Florianópolis,381,3,3,4,9,1,1,2887,1637,428,187,5139
Londrina,178,5,2,0,8,0,1,4,9722,1209,74,11009
Goiânia,327,1,1,3,6,0,1,4508,9014,1042,153,14717
Vila Velha,491,3,4,1,6,1,1,393,4233,769,104,5499
Aracaju,247,4,3,2,10,1,0,812,5500,1371,13,7696
Boa Vista,63,2,4,0,17,1,1,1559,4425,1699,166,7849
Maceió,39,2,1,0,16,0,0,3456,5424,189,65,9134
São Luís,362,3,3,2,6,1,0,2061,9323,1100,125,12609
Fortaleza,132,5,2,1,6,1,0,3704,8145,1639,129,13617
Aracaju,192,4,2,0,19,0,1,1256,7891,997,151,10295
Osasco,273,2,2,0,3,0,1,637,1346,515,37,2535
São Gonçalo,94,5,1,4,7,0,1,4730,736,1931,164,7561
Mogi das Cruzes,115,2,1,4,8,1,0,3990,7476,396,85,11947
Guarulhos,67,2,4,3,1,1,0,1912,7674,1453,101,11140
Cuiabá,335,5,1,2,12,0,0,3097,8655,191,139,12082
Teresina,319,4,2,1,5,1,0,3149,761,590,113,4613
Ribeirão Preto,368,2,3,3,15,1,1,2392,9114,990,25,12521
Duque de Caxias,175,3,2,4,10,1,0,4827,740,1520,132,7219
Goiânia,146,5,4,0,17,0,1,2379,6804,1616,162,10961
Aracaju,316,5,3,2,12,1,1,1464,4920,794,98,7276
Feira de Santana,448,1,2,1,0,1,1,2916,4086,1117,17,8136
Barueri,345,3,1,4,10,0,1,1517,811,1857,154,4339
Curitiba,416,3,2,1,15,0,0,66,6168,431,26,6691
Belém,205,1,1,0,12,0,1,3047,7017,1844,112,12020
Macapá,432,5,2,2,11,0,1,1886,8734,1452,86,12158
Ananindeua,268,3,2,0,14,1,0,3539,6314,1279,127,11259
Rio de Janeiro,315,5,4,0,1,0,1,2186,1489,838,22,4535
São Gonçalo,438,4,2,4,10,0,0,824,8480,903,105,10312
Mogi das Cruzes,20,5,3,2,17,0,0,4618,2931,89,190,7828
Uberlândia,111,4,4,0,3,1,1,4181,6463,1407,171,12222
Boa Vista,88,5,2,4,0,1,0,2458,4894,1581,79,9012
Salvador,375,1,4,1,14,1,0,399,9714,298,79,10490
Jundiaí,66,1,1,2,15,0,1,1348,7027,1607,24,10006
Aparecida de Goiânia,450,3,1,2,12,1,1,2217,7672,1265,55,11209
Mogi das Cruzes,320,4,2,3,5,0,1,4139,8038,977,156,13310
Salvador,438,3,4,0,5,0,0,3859,2553,1630,67,8109
Maringá,214,2,4,2,13,1,0,3321,4444,1748,42,9555
Contagem,76,1,3,0,15,0,0,507,9706,540,25,10778
Manaus,389,4,2,3,6,1,0,3334,9197,1778,55,14364
Florianópolis,230,4,3,2,9,1,0,3177,7774,1398,155,12504
Ribeirão Preto,92,5,3,0,0,0,0,1875,6324,280,67,8546
Montes Claros,110,2,2,4,2,0,1,4989,1844,1529,77,8439
Mogi das Cruzes,274,5,2,4,4,1,0,2567,2929,1603,198,7297
Londrina,266,2,2,0,11,0,0,3552,9305,1016,118,13991
Porto Velho,338,1,2,0,3,0,1,4485,2090,1213,119,7907
Boa Vista,405,5,2,4,1,1,0,4807,1794,593,71,7265
Caxias do Sul,286,2,4,0,8,0,1,1638,6119,446,19,8222
Cuiabá,446,4,4,4,18,1,1,780,8858,1745,150,11533
Ananindeua,439,3,2,1,14,1,1,175,9346,1456,183,11160
Vila Velha,131,3,2,3,4,1,0,938,8083,1989,37,11047
Ananindeua,47,4,2,2,2,1,0,3235,9545,1948,180,14908
Barueri,360,4,2,2,17,0,0,2144,8786,1157,139,12226
Uberlândia,108,1,2,4,18,0,1,1951,2887,1902,76,6816
Porto Velho,322,1,4,4,9,0,0,2504,2559,1874,102,7039
Betim,460,2,2,0,14,0,1,1289,2693,86,189,4257
Londrina,352,2,2,3,7,1,1,2086,4062,934,54,7136
São Luís,209,3,4,3,1,1,1,4177,5592,884,170,10823
Jaboatão dos Guararapes,186,2,1,2,12,1,0,1539,1257,171,14,2981
Jundiaí,277,2,2,3,19,0,0,543,2075,908,159,3685
São Gonçalo,386,2,4,1,14,0,1,1621,3751,1705,47,7124
Betim,344,4,4,4,1,0,0,2570,7948,1212,142,11872
Niterói,342,4,2,3,11,0,1,953,875,1442,61,3331
Manaus,150,5,4,1,16,1,1,1777,8824,1637,152,12390
Caxias do Sul,386,2,3,1,14,1,1,1325,8543,1165,186,11219
Uberlândia,39,2,4,4,17,0,0,4200,4034,362,120,8716
Recife,134,2,2,2,1,0,0,3027,4718,663,16,8424
Boa Vista,450,1,1,2,7,1,1,975,2485,8,126,3594
Vila Velha,278,4,4,4,17,1,1,3924,7427,1008,64,12423
Recife,195,1,1,1,5,1,0,4416,7309,684,166,12575
Vila Velha,189,4,1,0,0,0,1,3692,8451,457,10,12610
Fortaleza,233,1,4,4,13,1,1,399,8377,1868,28,10672
Contagem,68,4,3,2,14,1,0,428,6404,1465,79,8376
Aparecida de Goiânia,65,5,2,1,4,1,1,4938,4982,657,43,10620
Porto Velho,326,5,1,3,3,1,1,531,8999,1322,130,10982
Aracaju,42,1,3,3,5,0,1,1313,1314,198,81,2906
Boa Vista,180,1,1,0,11,1,1,4198,3554,1340,51,9143
São Luís,112,1,2,4,9,0,1,2944,4354,730,145,8173
Curitiba,412,1,1,1,15,0,0,3501,2462,1639,67,7669
Ananindeua,168,5,4,3,13,1,1,3324,697,1359,87,5467
Feira de Santana,169,2,2,4,16,1,0,4468,2507,1732,167,8874
Maringá,275,5,2,0,3,0,0,4201,6527,1064,112,11904
Campo Grande,487,4,2,3,3,0,0,3369,5849,1543,78,10839
Natal,158,2,4,1,10,1,1,3283,2290,882,86,6541
Teresina,309,3,3,3,14,0,1,605,3839,632,32,5108
Mogi das Cruzes,389,1,1,4,6,1,1,2926,1912,1706,84,6628
Natal,198,5,4,3,15,0,1,1640,2612,1391,85,5728
Aracaju,314,2,3,3,5,0,0,426,1026,661,97,2210
Aparecida de Goiânia,489,1,2,0,14,0,1,1561,9428,430,84,11503
Duque de Caxias,252,3,2,3,2,0,1,1347,4119,774,128,6368
João Pessoa,347,1,1,2,14,0,1,646,8541,1356,58,10601
Recife,40,2,3,0,13,1,0,2987,5151,633,186,8957
Jaboatão dos Guararapes,123,2,4,3,19,0,1,1122,1442,1142,112,3818
Teresina,150,2,4,3,9,0,1,3825,9688,1867,168,15548
Santo André,81,1,3,4,4,0,1,4704,1247,23,169,6143
Duque de Caxias,128,5,3,2,15,1,0,1938,7757,1471,47,11213
Ananindeua,154,4,1,0,19,1,0,4470,1966,1923,108,8467
Uberlândia,377,4,2,0,5,0,0,3430,608,433,169,4640
Contagem,129,1,1,0,19,0,1,31,855,160,32,1078
Campo Grande,363,2,2,1,19,1,1,2629,7086,1526,167,11408
Santo André,344,3,2,4,7,1,1,3992,4642,1964,178,10776
Boa Vista,198,4,1,3,5,0,1,99,8936,133,65,9233
Betim,271,3,2,2,16,0,0,1757,2118,828,91,4794
Goiânia,340,3,3,0,2,1,0,3669,4438,1837,148,10092
São Luís,358,3,4,3,18,1,1,3980,5792,403,68,10243
Jaboatão dos Guararapes,165,2,2,1,9,0,0,598,1271,72,106,2047
Piracicaba,174,1,2,0,5,1,1,2570,5340,6,171,8087
Boa Vista,333,5,3,3,8,1,0,2641,4571,1239,31,8482
Maringá,141,1,3,0,8,1,0,393,4698,882,147,6120
Teresina,349,2,4,1,10,0,0,495,1786,1747,26,4054
Aracaju,376,3,3,1,7,1,0,2837,2800,304,109,6050
Cuiabá,358,5,2,3,12,0,0,3177,2826,544,154,6701
Montes Claros,411,1,3,3,1,0,1,1224,5926,912,127,8189
São Paulo,312,1,1,1,17,1,1,2585,3321,1498,166,7570
Osasco,387,5,4,0,17,1,1,1456,3766,207,41,5470
Belém,182,4,1,3,19,1,1,4978,1729,240,96,7043
Caxias do Sul,353,4,2,3,18,0,0,3226,9414,1463,142,14245
Curitiba,265,5,2,2,7,0,0,4274,1970,1406,14,7664
Campo Grande,86,3,2,4,11,0,1,3467,5196,1537,42,10242
Caxias do Sul,141,1,2,0,6,0,0,1031,3877,1823,44,6775
Campo Grande,285,2,1,3,6,1,1,809,2546,833,59,4247
Salvador,221,3,3,2,13,1,0,2444,7999,1858,188,12489
Porto Velho,425,5,4,4,0,0,1,1147,1161,234,141,2683
Rio de Janeiro,310,2,3,2,10,0,1,2029,5819,1880,197,9925
São José dos Campos,214,3,4,4,6,0,1,1511,1598,924,154,4187
João Pessoa,441,4,4,2,11,1,1,1772,1628,144,21,3565
Belo Horizonte,393,2,2,0,9,0,1,671,2633,1827,141,5272
Duque de Caxias,243,3,3,1,14,0,1,3634,951,1512,75,6172
Natal,338,1,2,1,7,1,0,25,3817,1751,143,5736
Duque de Caxias,312,1,1,2,0,1,1,1075,9308,911,110,11404
Vila Velha,325,2,4,1,9,0,0,2598,9994,1228,50,13870
Jundiaí,20,5,4,4,9,0,1,1276,9596,1501,37,12410
Jundiaí,209,2,4,2,18,0,0,3030,4247,1736,92,9105
Cuiabá,287,1,2,2,17,1,0,743,2786,1053,191,4773
Cuiabá,303,2,4,1,0,1,1,4986,8662,909,91,14648
Jundiaí,159,4,3,1,10,1,0,175,5707,189,44,6115
Macapá,334,2,4,0,7,0,1,385,9794,473,31,10683
Caxias do Sul,430,1,2,3,9,1,0,3591,8771,1410,134,13906
Goiânia,440,1,4,1,13,0,0,3054,7334,613,16,11017
Serra,403,1,1,1,15,0,1,632,9838,1985,49,12504
Barueri,420,5,4,4,18,0,0,4889,5564,115,11,10579
Maringá,244,2,3,1,3,0,0,1984,3892,1545,66,7487
Montes Claros,28,1,2,4,2,1,1,4434,3898,537,74,8943
Florianópolis,257,1,2,4,4,0,0,4772,3456,1178,16,9422
Maringá,253,3,4,0,19,1,1,2457,2804,1121,19,6401
Ananindeua,231,5,3,2,19,1,1,591,7572,816,26,9005
Osasco,397,4,1,0,1,1,0,1535,4681,1710,55,7981
Barueri,298,2,1,1,4,0,0,1345,7816,1714,194,11069
Jundiaí,385,4,3,1,8,1,1,4240,895,947,73,6155
Brasília,165,4,2,1,17,1,1,1811,8068,1083,186,11148
Vitória,455,4,4,0,11,1,1,1097,1619,1199,137,4052
João Pessoa,287,5,3,2,8,0,0,4683,844,1792,105,7424
Serra,209,5,3,3,8,1,1,1074,5266,968,95,7403
Belo Horizonte,402,4,2,1,12,0,1,4124,6175,468,136,10903
Vitória,317,4,2,0,16,0,1,1341,4185,1335,56,6917
Ribeirão Preto,332,5,3,3,14,1,0,2737,1474,821,71,5103
Campinas,489,2,3,1,3,1,0,1117,1983,604,94,3798
Campinas,475,5,3,2,8,1,0,2315,5418,381,111,8225
Manaus,476,1,2,0,17,0,0,2711,3233,630,74,6648
Cuiabá,126,5,3,3,18,1,0,4883,1276,52,165,6376
Montes Claros,393,4,4,4,17,0,1,691,9849,876,153,11569
Belo Horizonte,425,1,1,0,3,1,0,2836,3668,544,90,7138
Niterói,367,2,4,4,6,0,1,4786,660,11,187,5644
Ananindeua,213,4,3,3,16,0,1,2862,8861,70,72,11865
Rio de Janeiro,425,2,1,0,6,1,1,857,6001,1003,31,7892
Serra,478,1,1,1,9,0,1,1850,6888,877,143,9758
Manaus,387,4,3,0,5,1,0,4258,1018,344,36,5656
Manaus,46,3,4,3,6,0,1,2189,7831,1460,133,11613
João Pessoa,395,3,2,4,16,1,0,1599,4311,1484,143,7537
Joinville,366,3,2,4,17,0,1,27,7525,1519,37,9108
Caxias do Sul,196,5,3,1,0,1,1,1197,8664,1000,45,10906
Ananindeua,413,5,3,3,15,0,0,4224,2031,857,190,7302
Ananindeua,124,5,3,3,4,1,0,4265,6715,1703,75,12758
Jundiaí,430,1,2,1,13,0,0,3228,4373,1225,15,8841
Duque de Caxias,66,5,1,1,8,1,1,2141,8163,1477,58,11839
Duque de Caxias,494,1,3,2,11,1,1,1625,7637,892,48,10202
São Gonçalo,71,1,1,3,14,0,0,444,1288,732,124,2588
Piracicaba,400,5,1,4,11,0,1,3269,5775,998,40,10082
Florianópolis,457,1,1,4,11,0,0,4153,5947,1925,40,12065
Barueri,470,3,3,4,1,1,1,2442,8290,481,121,11334
Ribeirão Preto,122,1,1,4,14,0,0,4585,5728,360,130,10803
Guarulhos,331,4,3,3,9,1,1,2693,9895,1777,160,14525
Salvador,279,3,2,2,10,1,0,3712,9284,1127,56,14179
Maceió,470,2,3,1,8,0,1,1527,4610,297,69,6503
Maceió,186,3,3,0,12,0,0,3455,1343,1178,81,6057
Natal,403,1,1,2,16,1,1,1661,7239,640,111,9651
Uberlândia,117,4,1,2,5,0,0,1299,6497,1542,170,9508
Contagem,48,2,3,0,0,0,0,4245,5350,1768,50,11413
Ribeirão Preto,233,4,3,3,15,0,0,1438,9933,913,138,12422
Uberlândia,382,1,1,4,3,0,0,4146,2024,1613,136,7919
Osasco,330,3,1,1,14,0,1,643,3005,1729,27,5404
Piracicaba,404,4,4,1,15,1,1,3295,6026,1795,174,11290
Vila Velha,426,5,4,1,2,0,1,3597,6354,830,182,10963
São Paulo,110,1,3,1,8,1,1,4913,1955,1485,49,8402
Ananindeua,497,3,3,4,0,0,0,1910,9332,511,13,11766
Brasília,136,5,3,1,16,1,0,3559,2222,1358,49,7188
Belo Horizonte,444,4,1,1,10,1,0,3959,1601,1469,143,7172
Belém,445,1,3,2,18,0,0,657,1379,960,130,3126
Recife,45,4,3,1,6,0,1,1127,9104,744,22,10997
Manaus,145,5,3,3,9,1,1,2689,9802,755,148,13394
Porto Alegre,263,5,1,1,7,1,0,3436,6644,1118,174,11372
Brasília,464,4,4,4,19,1,0,4676,2335,525,91,7627
Fortaleza,423,3,2,3,15,0,0,527,8365,1522,144,10558
São Paulo,118,3,2,3,2,1,1,566,1120,923,79,2688
Niterói,135,5,4,0,12,1,1,4693,8585,690,32,14000
Maceió,296,4,4,2,6,1,0,1454,8786,1590,148,11978
Goiânia,113,4,1,3,18,1,1,3766,2522,1364,87,7739
Mogi das Cruzes,43,4,1,1,8,1,1,3310,4173,92,100,7675
Rio de Janeiro,420,3,1,0,14,1,0,4945,4880,750,44,10619
João Pessoa,38,2,1,4,16,1,1,747,4655,538,150,6090
Recife,442,4,3,0,9,0,0,4745,4000,1035,75,9855
Mogi das Cruzes,248,3,2,1,12,0,0,380,5983,1142,126,7631
São José dos Campos,95,1,4,4,15,1,0,2198,4145,601,120,7064
Contagem,253,1,1,3,0,1,0,4316,8952,824,160,14252
Campo Grande,310,3,2,0,2,1,0,3566,3940,1660,191,9357
Feira de Santana,291,3,4,1,12,0,0,993,7552,1996,40,10581
Manaus,263,5,4,2,2,0,0,2339,1049,237,31,3656
Porto Alegre,475,4,1,0,12,0,0,4844,690,920,73,6527
Caxias do Sul,201,1,4,4,13,1,1,3505,6824,1753,93,12175
Guarulhos,43,1,4,1,18,0,0,2185,6069,1378,89,9721
Jaboatão dos Guararapes,450,3,1,0,10,1,0,1261,5844,1830,139,9074
João Pessoa,137,1,4,0,15,1,1,2865,7513,1241,124,11743
São José dos Campos,150,4,4,4,12,0,1,2253,4081,507,11,6852
Campo Grande,402,1,1,3,6,1,1,851,1461,299,103,2714
Fortaleza,138,5,4,3,4,0,1,3481,8387,1816,69,13753
Maringá,461,1,3,2,12,0,1,3859,2265,1467,159,7750
Betim,53,5,4,2,14,0,0,752,5269,360,147,6528
Guarulhos,378,4,1,4,6,0,0,4482,2630,1712,188,9012
Porto Velho,294,1,4,4,13,0,0,756,2333,804,93,3986
Jaboatão dos Guararapes,346,4,4,1,6,1,1,1230,3273,339,123,4965
São Paulo,382,3,3,2,6,1,0,3182,6510,558,62,10312
Ribeirão Preto,29,3,1,4,9,0,1,4294,7673,1313,123,13403
Mogi das Cruzes,459,3,1,2,3,0,1,4831,7086,494,186,12597
Belém,360,5,3,4,19,1,1,888,1618,1097,118,3721
Porto Alegre,290,1,3,1,19,0,0,3827,5335,706,73,9941
Macapá,216,3,1,4,3,1,0,2513,7411,1222,48,11194
Cuiabá,473,2,3,1,1,1,1,3951,7438,1484,50,12923
Jundiaí,367,1,3,2,5,0,0,3121,5281,1647,10,10059
Vitória,362,4,4,0,5,1,1,64,9150,424,131,9769
Uberlândia,277,5,3,2,5,0,0,4581,2696,859,35,8171
Curitiba,331,4,4,1,9,0,0,2414,8879,215,91,11599
Porto Velho,262,2,2,4,10,0,0,143,9915,459,159,10676
Manaus,479,5,4,1,6,0,0,133,6882,1441,25,8481
Cuiabá,157,3,1,0,19,1,1,1986,5291,476,68,7821
Ananindeua,134,2,4,1,5,0,1,966,8112,1592,91,10761
Betim,40,3,4,4,16,1,0,2354,5936,224,39,8553
Curitiba,274,3,4,2,8,1,0,1506,2726,245,65,4542
Salvador,389,4,4,0,16,1,1,3752,3692,1657,104,9205
Joinville,80,1,4,1,5,0,1,1678,6252,1735,17,9682
Joinville,476,3,1,2,13,0,0,328,6568,398,19,7313
